201.0,31.818181818181824,201.0,1.408,231.0,0.448
203.0,100.0,203.0,0.512,239.0,0.512
205.0,0.0,205.0,0.512,,
206.0,0.0,206.0,0.896,,
207.0,0.0,207.0,0.512,,
209.0,0.0,209.0,0.512,,
211.0,0.0,211.0,1.376,,
213.0,0.0,213.0,0.512,,
215.0,0.0,215.0,0.512,,
216.0,0.0,216.0,0.896,,
217.0,0.0,217.0,0.512,,
219.0,0.0,219.0,0.512,,
221.0,0.0,221.0,1.408,,
223.0,0.0,223.0,0.512,,
225.0,0.0,225.0,0.512,,
226.0,0.0,226.0,0.896,,
227.0,0.0,227.0,0.512,,
229.0,0.0,229.0,0.512,,
231.0,0.0,231.0,1.408,,
233.0,0.0,233.0,0.512,,
235.0,0.0,235.0,0.448,,
236.0,0.0,236.0,0.864,,
237.0,0.0,237.0,0.512,,
239.0,0.0,239.0,0.512,,
